DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2019/06/08 18:06:35.30,35.32283,-118.53367,10.010,2.15,Md,6,179,17,0.03,NCSN,73194451
2019/06/08 20:20:01.20,38.37550,-118.17983,1.910,2.43,Md,27,167,32,0.13,NCSN,73194486
2019/06/09 09:16:39.26,38.83600,-122.79550,1.910,2.48,Md,71,46,1,0.05,NCSN,73194641
2019/06/10 02:41:10.87,35.42283,-118.84617,15.790,3.68,ML,42,56,10,0.31,NCSN,73194831
2019/06/10 03:20:11.44,35.36600,-118.76517,29.470,2.44,Md,5,131,14,0.01,NCSN,73194851
2019/06/10 08:50:09.47,40.29383,-124.45800,13.470,2.00,Md,26,264,10,0.15,NCSN,73194936
2019/06/10 13:07:14.76,37.34383,-118.52383,7.810,2.08,Md,23,128,4,0.05,NCSN,73194986
2019/06/11 01:45:26.98,36.64933,-121.26850,6.270,2.51,Md,62,64,6,0.06,NCSN,73195206
2019/06/11 05:19:43.09,36.34233,-120.40117,11.790,2.51,Md,76,35,3,0.17,NCSN,73195266
2019/06/11 06:37:59.23,36.34633,-120.41450,11.050,2.19,Md,54,54,4,0.14,NCSN,73195316
2019/06/11 07:18:21.60,36.96100,-118.25500,11.350,2.32,Md,28,126,11,0.07,NCSN,73195341
2019/06/11 07:31:36.15,36.89133,-121.24250,8.470,3.09,Mw,72,66,13,0.11,NCSN,73195356
2019/06/11 07:46:25.47,38.81367,-122.82333,1.970,4.07,Mw,82,20,1,0.06,NCSN,73195396
2019/06/11 07:48:33.71,38.80650,-122.82816,2.510,2.04,Md,58,33,0,0.05,NCSN,73195411
2019/06/11 07:50:51.85,38.81650,-122.82133,2.990,2.14,Md,65,27,1,0.06,NCSN,73195471
2019/06/11 17:56:52.82,40.09533,-122.14267,29.260,2.72,Md,29,43,13,0.14,NCSN,73196071
2019/06/11 20:58:38.57,37.79783,-121.60533,3.670,2.99,ML,95,62,4,0.16,NCSN,73196146
2019/06/11 21:02:17.45,37.79967,-121.58450,3.230,2.08,Md,38,159,5,0.08,NCSN,73196151
2019/06/12 00:15:17.64,39.76733,-121.14950,1.110,2.01,Md,16,123,38,0.06,NCSN,73196211
2019/06/12 08:06:23.32,38.38717,-122.21584,11.460,2.70,Md,125,34,11,0.17,NCSN,73196411
2019/06/12 08:12:45.64,40.73417,-124.26700,20.560,2.34,Md,25,186,5,0.12,NCSN,73196421
2019/06/12 11:43:35.39,40.11367,-122.15250,28.520,2.60,Md,26,65,11,0.20,NCSN,73196496
2019/06/12 18:16:20.53,37.55000,-117.93183,0.370,3.36,ML,52,94,27,0.10,NCSN,73196616
2019/06/13 04:17:34.35,38.11666,-122.25383,7.380,2.07,Md,57,46,2,0.19,NCSN,73196831
2019/06/13 07:36:58.67,36.24417,-118.18967,-1.110,2.69,Md,12,77,45,0.64,NCSN,73196971
2019/06/13 08:02:34.23,39.58133,-120.66950,-0.070,2.15,Md,28,58,29,0.19,NCSN,73197006
2019/06/13 10:50:31.11,38.38450,-122.22083,11.570,2.35,Md,82,53,10,0.16,NCSN,73197071
2019/06/13 18:15:09.48,36.56700,-121.03367,12.170,2.42,Md,62,68,13,0.15,NCSN,73197206
2019/06/13 19:33:15.04,35.90417,-117.98617,10.890,2.26,Md,6,117,10,0.07,NCSN,73197211
2019/06/14 02:11:29.90,36.76283,-122.06150,7.140,2.40,Md,57,185,22,0.12,NCSN,73197291
2019/06/14 08:20:33.97,38.80500,-122.77700,2.090,2.24,Md,67,22,1,0.05,NCSN,73197466
2019/06/14 16:46:07.05,38.93033,-123.20934,1.120,2.26,Md,43,64,2,0.10,NCSN,73197626
2019/06/14 17:43:08.72,38.92783,-123.21083,0.680,2.89,ML,66,62,2,0.11,NCSN,73197636
2019/06/14 17:47:00.48,38.92900,-123.20917,1.510,2.41,Md,60,57,2,0.08,NCSN,73197641
2019/06/14 22:43:36.99,38.93167,-123.20583,1.550,2.62,Md,51,59,2,0.07,NCSN,73197726
2019/06/14 22:55:08.16,38.82333,-122.75750,0.770,2.38,Md,59,39,1,0.07,NCSN,73197746
2019/06/14 22:59:33.19,40.22900,-124.17200,12.000,2.92,Md,24,153,2,0.14,NCSN,73197761
2019/06/15 01:28:03.75,37.63567,-122.47967,6.550,2.40,Md,122,80,0,0.07,NCSN,73197811
2019/06/15 13:30:49.52,37.63867,-118.92267,5.650,2.71,Md,36,52,2,0.06,NCSN,73198076
2019/06/15 13:30:58.50,37.62017,-118.92783,5.690,2.63,Md,12,110,3,0.09,NCSN,71110479
2019/06/15 13:31:11.58,37.63433,-118.92533,5.100,2.11,Md,10,78,2,0.06,NCSN,71110484
2019/06/15 22:48:36.72,36.33700,-120.32800,6.450,2.35,Md,36,112,4,0.10,NCSN,73198356
2019/06/16 03:29:38.47,37.64050,-118.92416,5.850,2.50,Md,32,52,2,0.06,NCSN,73198466
2019/06/16 06:39:45.48,40.41317,-124.64283,25.360,2.65,Md,39,241,27,0.16,NCSN,73198686
2019/06/16 10:20:13.07,38.78933,-122.76833,2.060,2.50,Md,77,36,2,0.09,NCSN,73198736
2019/06/16 11:44:39.78,41.27117,-122.54483,14.620,2.15,Md,29,50,20,0.19,NCSN,73198766
2019/06/16 13:43:16.44,36.32533,-120.32867,5.010,2.05,Md,57,70,4,0.19,NCSN,73198791
2019/06/16 18:52:24.33,36.29967,-120.88050,6.460,2.10,Md,56,74,7,0.08,NCSN,73198881
2019/06/17 01:23:29.81,38.74783,-122.71733,1.620,2.30,Md,62,43,2,0.06,NCSN,73199021
2019/06/17 01:26:00.98,38.76000,-122.69867,0.990,2.03,Md,60,69,1,0.08,NCSN,73199026
2019/06/17 16:37:19.25,38.73667,-119.71716,-0.860,2.36,Md,34,102,35,0.15,NCSN,73199261
2019/06/17 22:29:40.13,36.76167,-121.43716,10.640,2.74,Md,56,53,1,0.11,NCSN,73199346
2019/06/18 01:43:03.84,35.34217,-118.50633,13.040,2.56,Md,7,208,21,0.08,NCSN,73199396
2019/06/18 06:55:17.97,36.75834,-121.43517,11.390,2.57,Md,77,47,1,0.15,NCSN,73199426
2019/06/18 12:43:59.64,36.49833,-121.07616,4.360,2.46,Md,56,82,5,0.09,NCSN,73199511
2019/06/18 20:56:28.04,36.43833,-121.01483,9.240,3.26,Mw,77,94,4,0.13,NCSN,73199616
2019/06/19 14:36:17.03,39.03383,-123.06533,4.150,3.16,Mw,78,44,5,0.08,NCSN,73199916
2019/06/20 02:22:50.17,37.63383,-118.87666,5.770,2.01,Md,36,81,2,0.04,NCSN,73200096
2019/06/20 02:27:45.00,38.16133,-122.29517,6.850,2.24,Md,65,34,4,0.21,NCSN,73200106
2019/06/20 13:47:21.35,38.80567,-122.82283,2.140,2.46,Md,63,29,1,0.05,NCSN,73200206
2019/06/21 01:32:22.55,36.56850,-121.07716,8.740,2.40,Md,61,68,4,0.13,NCSN,73200386
2019/06/21 04:39:18.90,40.44667,-124.68250,17.090,2.61,Md,16,290,29,0.14,NCSN,73200446
2019/06/21 06:47:01.11,36.12650,-117.91333,1.070,2.40,Md,7,119,17,0.05,NCSN,73200481
2019/06/21 07:09:19.96,36.11833,-117.88433,9.670,2.50,Md,7,208,15,0.04,NCSN,73200486
2019/06/21 08:55:50.25,36.11800,-117.88216,9.910,2.23,Md,8,126,15,0.04,NCSN,73200501
2019/06/21 22:40:58.20,36.97817,-119.65067,18.520,2.61,Md,41,141,27,0.21,NCSN,73200726
2019/06/21 23:49:13.66,40.36666,-124.41267,17.360,2.12,Md,26,241,11,0.09,NCSN,73200751
2019/06/22 13:29:23.10,36.87733,-121.61700,8.230,3.01,ML,103,27,3,0.10,NCSN,73200946
2019/06/22 16:18:53.10,37.28883,-118.40383,7.120,2.09,Md,27,125,8,0.07,NCSN,73200996
2019/06/22 16:47:06.21,40.43700,-122.32000,55.650,2.26,Md,16,103,16,0.07,NCSN,73202086
2019/06/22 17:31:36.58,36.15517,-120.20383,-0.480,2.04,Md,26,121,28,0.09,NCSN,73201011
2019/06/23 03:27:31.88,40.28150,-124.29383,9.010,2.80,Md,42,142,4,0.14,NCSN,73201166
2019/06/23 03:53:02.89,40.27350,-124.30033,9.440,5.58,Mw,47,159,3,0.17,NCSN,73201181
2019/06/23 04:41:24.60,40.28300,-124.29850,7.020,2.10,Md,16,144,4,0.09,NCSN,73201196
2019/06/23 10:17:35.93,35.96400,-120.52133,10.430,2.44,Md,74,49,2,0.06,NCSN,73201246
2019/06/23 14:51:09.45,37.54733,-118.98983,11.310,2.39,Md,36,101,8,0.07,NCSN,73201336
2019/06/23 22:39:10.81,40.31983,-124.86550,12.300,3.87,Mw,78,231,45,0.23,NCSN,73201431
2019/06/24 14:25:06.80,38.81800,-122.76517,2.020,2.01,Md,52,45,1,0.04,NCSN,73201586
2019/06/25 06:44:46.64,35.78167,-121.46800,7.330,2.44,Md,73,200,20,0.07,NCSN,73201816
2019/06/25 09:34:02.59,34.64617,-118.58500,4.440,2.00,Md,8,118,33,0.07,NCSN,73201871
2019/06/25 11:14:05.48,40.35467,-125.27550,14.150,2.55,Md,18,327,80,0.31,NCSN,73201901
2019/06/25 14:26:29.58,37.38766,-121.74200,6.530,2.16,Md,72,32,3,0.06,NCSN,73201956
2019/06/26 08:53:49.55,37.38967,-121.73933,7.240,2.46,Md,131,34,3,0.10,NCSN,73202311
2019/06/26 09:46:22.90,36.23850,-120.26867,12.770,2.44,Md,60,60,17,0.08,NCSN,73202326
2019/06/26 15:31:03.47,35.23150,-118.59167,9.520,2.29,Md,9,170,9,0.05,NCSN,73202411
2019/06/27 05:42:43.33,36.90767,-119.92150,23.780,2.35,Md,18,114,21,0.26,NCSN,73202636
2019/06/27 10:49:56.63,37.45383,-118.72900,12.620,2.54,Md,33,123,13,0.07,NCSN,73202731
2019/06/27 16:31:44.36,39.33550,-123.31067,2.700,2.20,Md,34,71,7,0.05,NCSN,73202821
2019/06/27 21:34:00.80,35.19450,-118.26033,10.560,2.36,Md,7,176,39,0.14,NCSN,73202926
2019/06/28 01:35:51.82,38.82433,-122.80850,1.470,2.04,Md,54,33,0,0.07,NCSN,73203026
2019/06/28 02:55:28.52,38.78100,-122.74817,-0.360,2.00,Md,56,36,1,0.06,NCSN,73203066
2019/06/28 09:24:08.86,37.51350,-118.79583,6.010,2.75,Md,36,116,7,0.05,NCSN,73203191
2019/06/29 02:42:10.92,40.60900,-124.04533,23.000,2.22,Md,26,45,15,0.10,NCSN,73203456
2019/06/29 15:05:41.77,38.80217,-122.81950,2.530,2.14,Md,58,41,1,0.07,NCSN,73203626
2019/06/29 15:45:30.45,38.83383,-122.74467,0.620,2.07,Md,67,77,1,0.08,NCSN,73203676
2019/06/29 18:54:15.46,38.80833,-122.78850,3.140,2.26,Md,61,24,1,0.07,NCSN,73203766
2019/06/30 22:55:20.64,40.64500,-121.81200,11.630,2.15,Md,33,59,12,0.11,NCSN,73204106
2019/07/01 17:45:35.55,37.41167,-121.75684,8.590,2.43,Md,110,30,4,0.06,NCSN,73204406
2019/07/01 21:17:00.48,35.46833,-120.04017,8.550,2.72,Md,58,107,8,0.13,NCSN,73204476
2019/07/02 02:01:39.14,35.42167,-119.17600,9.320,2.30,Md,10,98,47,0.10,NCSN,73204561
2019/07/02 10:55:34.96,37.26617,-118.40317,8.650,2.26,Md,26,129,8,0.05,NCSN,73204796
2019/07/02 16:30:59.34,37.63500,-122.48050,6.720,2.11,Md,59,79,1,0.05,NCSN,73204896
2019/07/02 17:48:42.79,36.51067,-120.76700,8.550,2.87,Md,89,46,17,0.10,NCSN,73204921
2019/07/02 18:56:17.79,38.53333,-122.65217,8.210,2.28,Md,67,67,9,0.14,NCSN,73204931
2019/07/02 22:03:21.13,35.03783,-118.91833,12.920,3.16,ML,10,163,13,0.07,NCSN,73205006
2019/07/02 22:12:07.67,35.04933,-118.92200,12.320,2.81,Md,10,96,12,0.13,NCSN,73205011
2019/07/02 22:21:08.81,35.05083,-118.91700,13.270,3.34,ML,16,95,12,0.23,NCSN,73205016
2019/07/02 22:22:52.31,35.06067,-118.92533,11.050,2.90,ML,13,94,11,0.23,NCSN,73205021
2019/07/02 22:40:56.49,35.05350,-118.92316,11.700,3.40,ML,13,95,12,0.16,NCSN,73205041
2019/07/02 22:54:46.70,35.09400,-118.93867,12.290,2.38,Md,5,180,11,0.05,NCSN,73205046
2019/07/02 23:34:10.59,40.40200,-124.38883,20.410,2.04,Md,21,224,9,0.09,NCSN,73205051
2019/07/03 00:31:19.03,35.03767,-118.92284,8.440,2.91,Md,7,98,13,0.07,NCSN,73205066
2019/07/03 00:59:19.33,40.50583,-124.21850,20.280,2.37,Md,32,82,9,0.11,NCSN,73205081
2019/07/03 03:04:05.26,38.83950,-122.82283,2.220,3.18,ML,82,37,1,0.08,NCSN,73205136
2019/07/03 11:18:49.94,36.89283,-119.71450,30.720,2.05,Md,11,163,11,0.11,NCSN,73205521
2019/07/03 17:17:15.95,35.03567,-118.91850,9.680,2.40,Md,4,195,13,0.00,NCSN,73205611
2019/07/04 19:27:12.85,35.32333,-117.89550,1.530,2.96,Md,6,227,53,0.37,NCSN,73206221
2019/07/04 22:05:27.20,35.54417,-117.84617,6.480,3.20,Md,4,232,40,0.02,NCSN,73206581
2019/07/04 22:30:03.51,35.45500,-117.91133,-0.450,3.13,ML,9,78,40,0.33,NCSN,73206526
2019/07/05 02:13:54.78,35.79650,-117.80000,-1.440,2.77,Md,5,252,42,0.22,NCSN,73206826
2019/07/05 03:34:37.36,35.76350,-117.84433,7.520,2.46,Md,5,291,10,0.09,NCSN,73206966
2019/07/05 07:42:10.05,35.05483,-118.91500,13.510,2.28,Md,7,209,11,0.09,NCSN,73207276
2019/07/05 11:12:33.46,37.40350,-118.52367,9.290,3.28,Md,33,58,7,0.07,NCSN,73207501
2019/07/05 13:43:36.12,37.40083,-118.52650,9.290,2.63,ML,33,52,6,0.08,NCSN,73207726
2019/07/05 13:47:21.13,36.98683,-122.25134,1.810,2.08,Md,23,219,17,0.11,NCSN,73207736
2019/07/05 17:22:32.83,40.45633,-124.16283,27.500,2.52,Md,22,135,6,0.17,NCSN,73207941
2019/07/06 02:08:56.70,36.57084,-121.22334,4.240,2.04,Md,49,42,3,0.13,NCSN,73208396
2019/07/06 03:41:39.07,35.88050,-117.77367,14.200,4.33,ML,19,72,47,0.16,NCSN,73208516
2019/07/06 03:47:53.49,35.90583,-117.78867,7.350,5.32,ML,22,174,39,0.13,NCSN,73208531
2019/07/06 04:11:17.61,37.12950,-118.64600,-0.420,2.97,Md,13,343,54,0.09,NCSN,73208801
2019/07/06 04:27:11.83,35.95050,-117.78750,21.810,3.59,ML,8,271,60,0.12,NCSN,73208651
2019/07/06 04:31:20.80,36.63283,-117.99533,15.780,4.40,ML,17,222,85,0.12,NCSN,73208661
2019/07/06 04:35:22.41,35.97667,-118.11317,-0.080,3.95,ML,6,198,33,0.34,NCSN,73208671
2019/07/06 04:37:21.28,35.33950,-119.82600,7.920,4.93,ML,10,184,17,0.22,NCSN,73208681
2019/07/06 04:49:58.50,36.68600,-118.22317,2.100,4.10,ML,19,250,41,0.09,NCSN,73208726
2019/07/06 04:58:16.13,35.34950,-117.92583,27.220,4.13,ML,8,174,48,0.46,NCSN,73208741
2019/07/06 05:03:19.45,36.56033,-117.90250,-0.840,3.14,ML,13,121,9,0.34,NCSN,73208761
2019/07/06 05:13:16.57,35.91667,-117.80383,6.610,4.06,ML,15,302,47,0.22,NCSN,73208796
2019/07/06 05:13:29.67,36.59033,-118.21667,-1.550,4.11,ML,30,117,51,0.21,NCSN,73208791
2019/07/06 05:37:30.97,35.79167,-117.83833,-1.520,3.32,ML,38,125,8,1.07,NCSN,73208861
2019/07/06 05:39:15.93,35.86267,-117.76150,-1.140,2.22,Md,13,216,70,0.73,NCSN,73208871
2019/07/06 05:58:18.97,35.94917,-117.80150,-0.230,4.58,ML,9,260,69,0.07,NCSN,73209031
2019/07/06 05:58:39.26,35.78567,-119.30600,4.500,4.28,ML,33,293,76,0.87,NCSN,73208951
2019/07/06 06:04:34.16,35.86883,-117.76167,-1.570,3.58,ML,20,155,13,0.93,NCSN,73208936
2019/07/06 06:40:02.45,35.89083,-117.77417,6.900,3.00,ML,8,155,13,0.26,NCSN,73209046
2019/07/06 06:57:47.88,35.85133,-117.77817,1.210,3.15,ML,26,117,12,1.19,NCSN,73209106
2019/07/06 07:04:51.07,36.27500,-118.23367,-1.380,4.00,ML,39,168,23,0.84,NCSN,73209141
2019/07/06 07:09:25.95,35.91000,-117.76917,4.720,2.97,ML,9,213,14,0.23,NCSN,73209151
2019/07/06 07:20:14.33,35.93533,-117.83650,4.380,3.08,ML,6,278,12,0.07,NCSN,73209191
2019/07/06 07:50:18.18,36.23200,-118.52216,7.540,3.17,ML,8,132,22,0.15,NCSN,73209251
2019/07/06 07:52:30.48,36.02267,-118.16817,-0.090,3.86,Mw,38,255,88,0.44,NCSN,73209261
2019/07/06 07:56:03.38,36.00083,-120.55666,3.360,2.47,Md,20,86,2,0.05,NCSN,73209271
2019/07/06 08:04:08.75,35.89150,-118.24817,19.250,2.94,Md,9,185,33,0.35,NCSN,73209311
2019/07/06 08:07:05.90,35.93133,-117.78983,-1.080,2.96,Md,14,122,49,0.62,NCSN,73209326
2019/07/06 08:24:18.67,36.56116,-118.27734,-0.460,2.42,Md,15,288,84,0.08,NCSN,73209366
2019/07/06 08:31:10.70,35.85567,-117.82833,-1.100,3.12,ML,32,132,7,0.91,NCSN,73209386
2019/07/06 09:00:18.87,36.51433,-118.28767,-1.160,4.24,Mw,15,212,96,0.15,NCSN,73209456
2019/07/06 09:17:39.55,35.94283,-117.81650,14.100,2.95,ML,7,126,14,0.12,NCSN,73209521
2019/07/06 09:23:42.22,36.03783,-117.92316,-1.560,3.28,ML,55,123,22,0.78,NCSN,73209546
2019/07/06 09:34:02.65,35.63583,-118.16350,19.870,3.80,ML,14,167,10,0.35,NCSN,73209576
2019/07/06 09:46:56.53,36.56283,-118.28850,0.290,2.78,ML,17,210,84,0.03,NCSN,73209616
2019/07/06 10:31:36.10,36.08467,-117.78900,-0.830,3.66,ML,20,170,29,1.36,NCSN,73209761
2019/07/06 10:32:04.21,36.52633,-118.26400,10.850,3.46,ML,21,210,132,0.13,NCSN,73209766
2019/07/06 10:43:27.72,35.87300,-118.20184,24.790,3.24,ML,5,151,27,0.09,NCSN,73209801
2019/07/06 10:43:39.27,36.22350,-118.23483,-1.480,2.44,Md,15,285,129,0.52,NCSN,73209806
2019/07/06 11:11:42.72,35.84500,-117.76884,-1.020,2.96,ML,35,109,12,0.92,NCSN,73209876
2019/07/06 11:24:22.95,35.92533,-117.88116,0.110,2.73,Md,9,213,10,0.14,NCSN,73209916
2019/07/06 11:37:27.91,35.92617,-117.88100,-1.130,2.77,Md,15,189,10,0.26,NCSN,73209951
2019/07/06 11:40:53.62,35.81167,-117.79467,-0.790,2.96,Md,31,85,11,0.94,NCSN,73209971
2019/07/06 12:09:03.17,35.90017,-117.76366,-0.760,2.69,Md,8,129,49,0.32,NCSN,73210036
2019/07/06 12:35:47.28,36.10233,-117.95400,22.560,3.29,ML,7,154,29,0.13,NCSN,73210121
2019/07/06 12:40:57.88,36.35300,-118.46300,-1.640,3.00,ML,13,194,111,0.54,NCSN,73210146
2019/07/06 13:25:45.58,35.92400,-117.77766,1.630,3.25,ML,11,128,15,0.17,NCSN,73210241
2019/07/06 14:24:35.43,35.88083,-117.76817,3.620,2.78,ML,36,72,13,1.02,NCSN,73210416
2019/07/06 14:32:42.38,35.87267,-117.76250,-1.420,2.72,ML,8,178,13,0.14,NCSN,73210436
2019/07/06 14:44:19.67,35.94050,-117.91700,-0.900,2.68,Md,8,194,11,0.27,NCSN,73210471
2019/07/06 15:05:19.84,35.89400,-117.79117,11.610,2.95,ML,8,175,12,0.18,NCSN,73210491
2019/07/06 15:21:07.63,36.10067,-117.88667,-1.370,2.85,Md,27,107,29,0.65,NCSN,73210546
2019/07/06 15:29:20.55,35.81833,-117.77100,3.810,2.70,ML,29,124,12,1.00,NCSN,73210581
2019/07/06 15:32:44.49,35.82283,-117.76017,3.950,3.21,ML,39,117,13,1.14,NCSN,73210601
2019/07/06 15:38:48.62,36.01917,-117.88333,-0.240,2.59,Md,8,257,20,0.05,NCSN,73210661
2019/07/06 15:45:10.91,36.11183,-117.89883,-1.330,3.24,ML,31,88,30,0.45,NCSN,73210631
2019/07/06 15:45:46.23,36.07333,-117.85934,-1.020,3.69,ML,38,74,26,0.60,NCSN,73210636
2019/07/06 15:54:24.15,35.89350,-117.91766,1.730,2.49,Md,5,232,6,0.06,NCSN,73210766
2019/07/06 16:10:10.22,36.07150,-117.84300,3.820,3.28,ML,21,123,9,0.07,NCSN,73210721
2019/07/06 16:18:01.18,36.09600,-117.91600,-1.300,2.52,Md,19,86,28,0.47,NCSN,73210781
2019/07/06 16:40:47.30,36.12417,-117.99117,-1.410,3.07,ML,43,189,53,0.55,NCSN,73210791
2019/07/06 16:42:21.61,36.59783,-118.38400,9.330,3.53,ML,23,293,52,0.23,NCSN,73210796
2019/07/06 17:48:17.55,35.90900,-117.84883,5.770,2.38,Md,5,212,9,0.08,NCSN,73210976
2019/07/06 18:07:51.55,35.70050,-118.09983,5.950,2.30,Md,4,158,13,0.00,NCSN,73210981
2019/07/06 18:33:52.17,35.88600,-117.78083,8.100,2.95,ML,7,148,12,0.09,NCSN,73211051
2019/07/06 18:59:00.42,35.93517,-117.79900,-0.230,2.83,ML,6,320,72,0.04,NCSN,73211131
2019/07/06 19:35:10.92,36.08400,-117.86600,-1.060,2.83,ML,36,125,27,0.66,NCSN,73211196
2019/07/06 19:42:27.49,35.87850,-117.86983,4.210,2.47,Md,5,233,5,0.01,NCSN,73211231
2019/07/06 19:46:24.41,35.83550,-117.76466,3.910,3.38,ML,43,125,13,0.89,NCSN,73211241
2019/07/06 19:50:14.28,35.85200,-117.89250,5.600,2.60,Md,5,228,2,0.00,NCSN,73211256
2019/07/06 19:54:30.23,35.81800,-117.77367,-0.940,3.26,ML,29,112,12,0.82,NCSN,73211276
2019/07/06 21:02:49.01,35.89383,-117.76150,-0.910,2.95,Md,18,128,14,0.73,NCSN,73211416
2019/07/06 21:13:03.86,35.85050,-117.77350,-1.330,2.98,ML,29,115,12,0.99,NCSN,73211441
2019/07/06 21:15:07.01,36.07600,-118.22350,-0.690,2.89,ML,23,189,42,1.03,NCSN,73211451
2019/07/06 22:22:43.89,36.02283,-117.87783,-1.300,3.07,ML,16,182,20,0.46,NCSN,73211556
2019/07/06 22:28:28.97,37.20917,-119.80417,19.530,2.07,Md,13,87,13,0.06,NCSN,73211581
2019/07/06 23:38:33.26,35.96500,-117.87100,-0.910,3.49,ML,31,123,14,0.42,NCSN,73211736
2019/07/06 23:45:24.39,36.03867,-117.81983,0.880,2.79,Md,7,199,23,0.03,NCSN,73211761
2019/07/07 02:21:36.13,35.85483,-117.89983,4.760,2.57,Md,5,228,2,0.02,NCSN,73212001
2019/07/07 02:30:11.37,35.87783,-117.91267,-0.790,2.42,Md,4,275,4,0.01,NCSN,73212011
2019/07/07 02:43:31.34,35.92300,-117.85333,-1.040,2.69,Md,11,205,10,0.17,NCSN,73212036
2019/07/07 02:46:02.01,35.89150,-117.80600,6.560,2.88,Md,5,331,11,0.02,NCSN,73212041
2019/07/07 03:50:52.48,35.95100,-117.87634,-0.770,3.05,ML,10,198,12,0.17,NCSN,73212156
2019/07/07 04:07:55.27,40.41433,-124.70583,20.860,2.57,Md,42,238,32,0.19,NCSN,73212191
2019/07/07 04:15:36.22,40.31800,-124.42316,7.520,2.29,Md,24,250,8,0.12,NCSN,73212201
2019/07/07 04:18:38.37,35.93500,-117.78500,12.480,2.81,Md,6,223,15,0.22,NCSN,73212216
2019/07/07 04:47:58.51,36.08000,-117.86600,3.420,3.00,ML,6,182,27,0.07,NCSN,73212256
2019/07/07 05:26:29.10,40.29433,-124.43034,18.620,2.59,Md,25,254,7,0.10,NCSN,73212301
2019/07/07 05:43:44.87,36.14483,-117.95116,-1.140,2.70,Md,11,198,34,0.27,NCSN,73212321
2019/07/07 06:04:16.46,35.81583,-117.87500,3.860,2.29,Md,5,167,4,0.01,NCSN,73212331
2019/07/07 06:10:14.54,36.11617,-117.94234,4.380,2.82,Md,10,116,31,0.08,NCSN,73212356
2019/07/07 07:31:06.03,35.65667,-117.83350,-1.190,2.90,Md,22,163,45,1.01,NCSN,73212541
2019/07/07 07:37:51.76,36.14617,-117.88450,-1.090,2.88,ML,35,158,34,0.57,NCSN,73212551
2019/07/07 08:03:26.06,36.07033,-117.86733,-1.330,3.75,Mw,86,83,26,0.67,NCSN,73212576
2019/07/07 08:26:01.88,36.11050,-117.88700,7.950,2.70,ML,6,176,30,0.03,NCSN,73212626
2019/07/07 08:50:34.67,36.08933,-117.82933,23.050,2.54,Md,7,193,28,0.16,NCSN,73212656
2019/07/07 09:11:36.30,35.93700,-117.76800,-1.330,2.75,ML,18,143,16,0.37,NCSN,73212726
2019/07/07 09:52:53.27,35.87900,-117.79217,-0.670,2.98,ML,26,125,11,0.76,NCSN,73212791
2019/07/07 10:58:08.92,35.04083,-118.91100,7.590,2.60,Md,9,139,12,0.08,NCSN,73212911
2019/07/07 11:16:11.30,35.99166,-117.94200,2.900,2.85,Md,12,181,17,0.12,NCSN,73212936
2019/07/07 11:29:31.30,35.91117,-117.77600,-1.050,2.81,Md,13,139,14,0.36,NCSN,73212961
2019/07/07 12:48:03.99,36.16917,-118.00567,3.640,3.09,ML,46,77,31,0.59,NCSN,73213046
2019/07/07 13:33:06.64,36.16467,-118.02000,-1.370,2.51,Md,21,178,31,0.45,NCSN,73213116
2019/07/07 16:29:25.91,36.19433,-117.87950,-1.280,2.65,Md,22,157,33,0.47,NCSN,73213271
2019/07/07 16:51:46.40,41.06583,-121.60633,14.320,2.66,Md,34,88,17,0.08,NCSN,73213306
2019/07/07 16:59:53.20,35.86150,-117.76783,9.280,2.89,Md,9,199,13,0.09,NCSN,73213316
2019/07/07 18:08:17.76,37.48400,-118.75000,10.590,3.30,Md,41,103,9,0.06,NCSN,73213416
2019/07/07 18:40:34.80,36.08100,-117.78316,-1.180,2.80,ML,14,204,29,0.66,NCSN,73213471
2019/07/07 18:54:30.40,36.07033,-117.84700,-1.410,2.82,ML,22,188,26,0.67,NCSN,73213486
2019/07/07 19:02:22.50,35.92484,-117.83317,2.460,2.62,Md,8,214,11,0.14,NCSN,73213506
2019/07/07 19:24:56.34,35.91133,-117.87833,0.700,2.78,Md,10,216,8,0.15,NCSN,73213541
2019/07/07 20:43:02.78,35.84233,-117.91450,2.530,2.28,Md,5,192,1,0.00,NCSN,73213616
2019/07/07 21:05:16.91,35.04033,-118.92717,9.540,2.98,ML,9,98,13,0.05,NCSN,73213651
2019/07/07 21:41:11.64,35.96400,-117.78067,-1.250,2.84,ML,10,177,18,0.22,NCSN,73213686
2019/07/07 21:43:14.20,36.07750,-117.88233,-1.430,2.81,Md,13,178,26,0.24,NCSN,73213691
2019/07/07 22:05:14.42,35.90467,-117.87050,2.050,2.38,Md,4,272,8,0.07,NCSN,73213731
2019/07/07 23:21:12.46,36.22717,-117.88400,0.850,2.81,ML,8,172,37,0.11,NCSN,73213836
2019/07/07 23:27:20.23,36.22033,-117.88233,2.260,2.77,Md,11,173,30,0.10,NCSN,73213846
2019/07/08 00:37:06.02,36.58317,-121.04117,7.900,2.39,Md,65,74,1,0.15,NCSN,73213911
2019/07/08 01:36:58.27,36.09983,-117.88067,-1.330,3.98,ML,95,107,29,0.66,NCSN,73213956
2019/07/08 01:51:58.11,36.11750,-117.88633,4.900,2.58,Md,8,176,31,0.05,NCSN,73213966
