DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2019/01/01 06:33:03.59,35.87267,-121.41167,9.160,2.22,Md,38,190,22,0.07,NCSN,73129046
2019/01/01 08:16:00.70,37.97066,-122.34917,4.960,2.28,Md,92,18,4,0.16,NCSN,73129051
2019/01/01 13:58:08.02,37.30700,-120.00317,15.860,2.10,Md,11,141,26,0.15,NCSN,73129111
2019/01/01 22:59:54.86,40.88700,-123.47767,22.660,3.26,ML,85,30,22,0.18,NCSN,73129211
2019/01/01 23:36:16.51,38.80700,-122.82317,1.140,2.07,Md,45,40,1,0.06,NCSN,73129216
2019/01/01 23:46:04.07,36.81167,-121.53600,4.830,2.45,Md,61,24,3,0.08,NCSN,73129226
2019/01/02 00:41:36.10,36.36833,-121.49900,8.060,2.80,Md,59,132,5,0.08,NCSN,73129231
2019/01/02 06:17:38.25,37.40917,-118.52900,9.440,2.21,Md,33,60,7,0.05,NCSN,73129301
2019/01/02 13:13:12.62,35.90150,-118.25017,4.890,2.90,Mh,26,268,160,0.30,NCSN,73129386
2019/01/02 17:56:43.98,38.81450,-122.82150,2.100,2.17,Md,53,27,1,0.08,NCSN,73129441
2019/01/02 18:23:26.99,36.76233,-118.27600,-0.880,2.07,Md,7,155,40,0.03,NCSN,73129446
2019/01/02 20:06:28.60,35.84483,-120.39200,6.500,2.82,Md,76,74,1,0.06,NCSN,73129456
2019/01/02 21:22:51.44,39.79100,-122.10167,28.670,2.13,Md,19,49,31,0.14,NCSN,73129486
2019/01/03 03:05:53.31,40.30400,-122.07733,4.790,2.28,Md,40,58,11,0.22,NCSN,73129541
2019/01/03 14:40:45.51,35.33850,-118.57100,5.600,2.51,Md,9,159,16,0.08,NCSN,73129741
2019/01/04 05:39:24.13,39.74417,-124.03800,0.650,2.16,Md,20,209,31,0.09,NCSN,73129936
2019/01/04 23:06:24.69,40.13783,-123.84517,22.650,2.42,Md,33,76,6,0.12,NCSN,73130186
2019/01/05 05:10:25.98,38.78417,-122.75816,3.460,2.20,Md,60,39,2,0.07,NCSN,73130241
2019/01/05 07:55:57.43,36.06850,-118.01000,-0.290,2.15,Md,7,110,23,0.03,NCSN,73130256
2019/01/05 11:09:02.83,37.60633,-121.60583,1.990,2.13,Md,59,68,10,0.10,NCSN,73130311
2019/01/05 19:34:46.25,36.00383,-118.66566,5.610,3.50,ML,28,277,126,2.58,NCSN,73130411
2019/01/06 09:00:26.53,34.72583,-120.67033,-0.160,2.64,Md,12,229,21,0.19,NCSN,73130561
2019/01/06 18:32:04.76,36.46500,-121.04667,5.090,2.02,Md,50,58,5,0.07,NCSN,73130656
2019/01/07 01:04:14.15,36.58750,-121.18500,3.540,2.56,Md,52,83,2,0.08,NCSN,73130691
2019/01/07 06:49:16.61,38.06183,-118.87133,6.630,2.26,Md,26,101,8,0.05,NCSN,73130726
2019/01/07 07:15:29.70,38.06384,-118.87883,5.790,2.70,Md,30,101,9,0.05,NCSN,73130731
2019/01/07 07:17:59.89,38.06950,-118.88367,6.170,2.11,Md,22,102,10,0.05,NCSN,73130736
2019/01/07 08:59:08.13,38.74933,-122.71100,1.740,2.42,Md,31,95,1,0.05,NCSN,73139725
2019/01/07 12:17:28.75,35.75517,-118.50150,9.770,2.54,Md,6,85,5,0.02,NCSN,73130781
2019/01/07 14:06:35.32,40.35283,-124.70184,23.680,2.62,Md,30,263,34,0.13,NCSN,73130786
2019/01/07 15:35:25.23,38.79550,-122.74233,1.260,2.19,Md,38,61,4,0.08,NCSN,73130881
2019/01/07 16:30:43.62,37.43083,-118.56216,12.040,2.02,Md,24,113,9,0.05,NCSN,73130901
2019/01/07 17:06:30.75,38.80700,-122.82000,2.510,2.12,Md,33,91,1,0.05,NCSN,73139740
2019/01/08 06:25:18.76,39.31450,-123.07034,4.580,2.17,Md,28,68,23,0.16,NCSN,73130951
2019/01/08 07:37:51.97,38.06067,-118.87600,6.360,2.15,Md,28,100,9,0.05,NCSN,73130956
2019/01/08 08:39:36.94,37.70733,-122.03800,4.510,2.02,Md,68,29,4,0.10,NCSN,73130971
2019/01/08 23:27:07.85,39.32933,-123.23683,-0.780,2.01,Md,20,121,15,0.11,NCSN,73131121
2019/01/09 00:02:29.66,35.82567,-118.46050,9.940,2.20,Md,8,96,13,0.04,NCSN,73131136
2019/01/09 11:22:42.88,38.81783,-122.75916,2.560,2.08,Md,40,47,2,0.08,NCSN,73131261
2019/01/09 17:53:43.53,35.40233,-117.81717,11.790,2.39,Md,8,164,49,0.03,NCSN,73131336
2019/01/10 00:05:58.55,40.28267,-124.50400,19.250,2.95,ML,33,251,20,0.13,NCSN,73131416
2019/01/10 04:31:14.79,36.40783,-120.98434,5.150,2.10,Md,41,149,4,0.08,NCSN,73131491
2019/01/10 05:43:06.06,37.42617,-118.56433,13.840,2.64,Md,30,102,16,0.06,NCSN,73131501
2019/01/10 11:52:09.46,38.83650,-122.83617,1.570,2.28,Md,45,64,0,0.05,NCSN,73131566
2019/01/11 00:47:11.88,36.01133,-120.57633,4.090,2.86,Md,69,108,4,0.08,NCSN,73131821
2019/01/11 00:47:27.17,36.01150,-120.57633,2.210,2.48,Md,24,108,4,0.06,NCSN,73131816
2019/01/11 13:04:07.51,34.84700,-120.39283,-0.170,2.54,Md,16,119,9,0.36,NCSN,73131956
2019/01/11 17:43:08.57,35.09417,-118.99250,18.870,2.83,ML,16,97,15,0.10,NCSN,73132006
2019/01/12 00:31:00.76,38.75900,-122.73250,1.900,2.07,Md,36,56,1,0.08,NCSN,73132096
2019/01/12 04:14:42.60,37.47433,-118.81866,3.090,3.30,Md,31,106,12,0.04,NCSN,73132126
2019/01/12 06:50:16.30,38.82150,-122.76600,2.070,2.08,Md,51,45,1,0.05,NCSN,73132141
2019/01/12 10:47:36.66,38.81367,-122.83167,1.660,2.17,Md,39,33,1,0.04,NCSN,73132206
2019/01/12 21:17:35.33,39.33083,-123.05466,3.090,2.08,Md,13,176,25,0.07,NCSN,73132301
2019/01/13 09:35:49.87,40.38367,-125.00933,16.090,4.25,Mw,86,234,58,0.28,NCSN,73132506
2019/01/13 10:58:46.23,40.27317,-124.37700,19.670,2.35,Md,20,240,10,0.10,NCSN,73132541
2019/01/13 16:42:47.86,38.84950,-123.33417,5.150,2.09,Md,26,133,18,0.08,NCSN,73132636
2019/01/14 02:03:49.03,34.55733,-120.02750,10.450,2.57,Md,7,232,7,0.16,NCSN,73132711
2019/01/14 18:51:43.73,40.36383,-123.95966,27.820,2.52,Md,31,51,9,0.11,NCSN,73132971
2019/01/15 08:06:39.32,34.54750,-120.00784,16.970,2.40,Md,5,260,9,0.00,NCSN,73133146
2019/01/15 16:57:31.40,40.27500,-124.48817,18.210,2.64,Md,28,252,19,0.12,NCSN,73133211
2019/01/15 20:20:20.12,40.32167,-124.47234,7.090,4.08,Mw,33,240,16,0.14,NCSN,73133256
2019/01/15 20:21:36.64,40.32200,-124.43383,1.850,3.81,ML,31,252,13,0.15,NCSN,73133251
2019/01/15 20:48:01.58,36.46517,-121.04417,5.830,2.32,Md,37,135,5,0.07,NCSN,73133261
2019/01/15 22:04:55.28,40.34033,-123.46850,24.730,2.00,Md,20,60,18,0.07,NCSN,73133291
2019/01/16 01:16:54.07,40.28050,-124.45583,19.030,2.33,Md,21,258,16,0.10,NCSN,73133326
2019/01/16 02:16:23.39,40.33017,-124.44833,5.810,2.20,Md,17,252,14,0.10,NCSN,73133341
2019/01/16 06:34:35.05,37.63950,-118.81416,2.510,2.26,Md,29,54,2,0.05,NCSN,73133366
2019/01/16 10:07:40.12,37.34867,-122.15884,6.670,2.27,Md,83,70,3,0.17,NCSN,73133426
2019/01/16 12:42:09.10,37.84600,-122.24800,10.180,3.43,Mw,238,17,1,0.16,NCSN,73133456
2019/01/16 14:11:35.75,38.83550,-122.79900,1.950,2.44,Md,45,40,1,0.03,NCSN,73133491
2019/01/16 17:54:00.35,38.80300,-122.73883,0.360,2.12,Md,40,50,4,0.06,NCSN,73133536
2019/01/17 11:39:11.80,36.23550,-120.41833,14.850,2.05,Md,19,102,24,0.07,NCSN,73133686
2019/01/17 14:11:07.62,37.84850,-122.23833,10.520,3.39,ML,113,25,3,0.10,NCSN,73133716
2019/01/17 20:35:18.43,37.91550,-118.59534,2.550,2.46,Md,30,128,22,0.04,NCSN,73133756
2019/01/18 02:54:12.15,40.27033,-121.19583,6.310,2.13,Md,17,140,5,0.08,NCSN,73133821
2019/01/18 07:32:25.15,37.40350,-118.60567,10.140,2.62,Md,24,117,7,0.06,NCSN,73133846
2019/01/18 12:28:41.72,37.64050,-118.81167,2.490,2.11,Md,23,74,2,0.04,NCSN,73133886
2019/01/19 04:02:16.92,38.52283,-118.54017,2.240,2.03,Md,24,260,30,0.09,NCSN,73134046
2019/01/19 09:10:36.93,36.02033,-120.58400,4.230,2.33,Md,70,69,4,0.08,NCSN,73134076
2019/01/19 21:41:46.75,36.85583,-121.58266,5.230,2.36,Md,61,45,1,0.08,NCSN,73134241
2019/01/20 09:19:26.44,36.47617,-121.05183,3.290,2.03,Md,44,56,6,0.08,NCSN,73134396
2019/01/21 00:17:13.93,40.35550,-124.77367,21.020,3.05,ML,48,256,39,0.14,NCSN,73134576
2019/01/21 04:11:01.27,40.29200,-121.15033,8.070,3.37,Mw,33,99,5,0.07,NCSN,73134661
2019/01/21 04:12:04.53,40.27433,-121.19033,6.920,2.50,Md,10,174,5,0.09,NCSN,71110089
2019/01/21 15:42:28.67,40.23734,-124.16800,11.500,2.51,Md,21,144,1,0.13,NCSN,73134881
2019/01/21 16:19:18.07,39.52467,-123.36250,8.760,2.57,Md,27,143,7,0.09,NCSN,73134896
2019/01/21 18:22:36.23,37.64017,-118.81350,2.160,3.19,ML,36,49,2,0.05,NCSN,73134921
2019/01/22 09:33:31.08,38.76700,-122.71433,1.210,2.05,Md,54,29,1,0.09,NCSN,73135166
2019/01/22 11:39:50.84,36.63400,-121.24800,5.930,2.39,Md,52,67,6,0.07,NCSN,73135186
2019/01/22 14:03:03.66,38.78517,-122.74233,1.010,2.06,Md,46,38,1,0.07,NCSN,73135206
2019/01/23 00:23:06.53,38.79317,-122.76283,0.320,2.35,Md,53,44,2,0.07,NCSN,73135381
2019/01/23 05:21:58.79,35.83867,-121.33617,10.240,2.54,Md,70,174,16,0.09,NCSN,73135461
2019/01/23 20:26:14.52,37.53133,-118.87600,7.280,2.20,Md,39,106,8,0.04,NCSN,73135741
2019/01/23 21:40:34.13,35.70200,-121.10983,8.170,2.29,Md,48,102,11,0.06,NCSN,73135766
2019/01/24 07:05:49.41,36.02683,-117.78167,-1.300,2.38,Md,9,96,23,0.51,NCSN,73135876
2019/01/24 08:13:25.39,38.80400,-122.77634,1.450,2.17,Md,59,33,1,0.08,NCSN,73135896
2019/01/24 15:29:45.70,39.37817,-123.27450,1.430,2.46,Md,26,136,11,0.07,NCSN,73135986
2019/01/24 16:50:35.83,38.42800,-122.48650,7.640,2.25,Md,67,53,7,0.13,NCSN,73136011
2019/01/24 19:51:06.87,37.62183,-118.97533,5.180,2.96,Md,42,85,1,0.06,NCSN,73136051
2019/01/24 19:52:01.34,37.62167,-118.97500,5.230,2.64,Md,38,85,1,0.06,NCSN,73136056
2019/01/24 21:43:32.08,39.00483,-123.45583,-0.020,2.45,Md,22,207,53,0.56,NCSN,73136136
2019/01/25 00:52:55.75,37.71467,-122.55750,8.070,2.08,Md,55,107,8,0.06,NCSN,73136171
2019/01/25 01:29:01.78,36.44517,-120.27634,6.380,2.48,Md,33,233,6,0.14,NCSN,73136186
2019/01/25 01:30:50.58,36.42767,-120.26366,6.940,2.89,ML,54,64,5,0.17,NCSN,73136191
2019/01/25 03:44:25.38,36.35300,-117.79050,2.640,2.51,Md,18,352,122,0.09,NCSN,73136231
2019/01/26 00:05:18.59,40.51167,-123.65166,23.220,2.05,Md,17,61,8,0.04,NCSN,73136551
2019/01/26 20:31:26.32,40.34800,-124.14100,31.200,2.81,Md,34,53,8,0.13,NCSN,73136841
2019/01/26 21:25:08.27,39.79650,-122.11266,26.880,2.25,Md,20,92,20,0.11,NCSN,73136861
2019/01/27 02:55:27.15,37.32850,-121.72884,-0.290,2.24,Md,70,38,6,0.10,NCSN,73136891
2019/01/27 14:23:24.78,40.45767,-124.40017,28.670,2.44,Md,25,230,6,0.14,NCSN,73137031
2019/01/27 20:55:24.92,40.26500,-121.17683,6.880,2.61,Md,30,137,3,0.09,NCSN,73137121
2019/01/28 06:21:57.20,36.47267,-121.04967,0.350,2.10,Md,33,89,6,0.07,NCSN,73137246
2019/01/28 12:48:46.99,40.41933,-124.70050,24.230,2.70,Md,40,252,31,0.12,NCSN,73137301
2019/01/28 13:37:08.08,38.81667,-122.79266,3.230,2.08,Md,42,48,1,0.06,NCSN,73139325
2019/01/28 17:35:10.26,40.34683,-124.57117,15.560,2.05,Md,15,294,24,0.13,NCSN,73137341
2019/01/29 05:11:32.23,38.80350,-122.78167,0.280,2.16,Md,56,32,1,0.06,NCSN,73137526
2019/01/29 14:33:19.55,40.32167,-123.92133,29.950,2.13,Md,20,113,13,0.07,NCSN,73137666
2019/01/30 00:34:53.09,40.42900,-125.50367,21.850,3.37,ML,59,264,99,0.25,NCSN,73137916
2019/01/30 13:41:14.64,36.56700,-121.16217,6.530,2.23,Md,55,65,2,0.07,NCSN,73138081
2019/01/30 15:50:21.81,40.31250,-124.45883,6.180,2.43,Md,18,257,15,0.07,NCSN,73138106
2019/01/30 16:33:43.27,36.82667,-121.54933,5.080,2.17,Md,49,41,4,0.07,NCSN,73138121
2019/01/30 18:13:16.81,37.39300,-118.76217,13.680,2.91,ML,40,62,18,0.08,NCSN,73138161
2019/01/30 18:28:53.57,37.67567,-122.50883,12.570,2.79,Md,76,98,2,0.07,NCSN,73138176
2019/01/30 20:52:03.33,38.74517,-122.73600,1.910,2.11,Md,54,44,1,0.08,NCSN,73138246
2019/01/31 00:11:27.77,37.67767,-122.51067,12.160,2.05,Md,70,109,2,0.05,NCSN,73138306
2019/01/31 00:42:13.82,38.35600,-118.90450,8.340,2.55,Md,43,83,17,0.09,NCSN,73138316
2019/01/31 01:59:25.30,40.28550,-124.37867,19.480,2.44,Md,22,240,9,0.09,NCSN,73138326
2019/01/31 02:18:32.63,40.51617,-124.00567,22.330,2.60,Md,30,44,8,0.10,NCSN,73138331
2019/01/31 03:13:35.90,35.37700,-117.87917,-0.820,3.28,ML,21,62,48,0.35,NCSN,73138356
2019/01/31 06:43:28.52,35.38334,-117.87883,4.760,2.26,Md,7,230,49,0.05,NCSN,73138401
2019/01/31 09:17:37.77,39.38117,-123.25716,3.010,2.37,Md,23,129,12,0.07,NCSN,73138441
2019/01/31 11:01:26.98,39.12100,-119.73383,-1.480,2.60,Md,27,82,12,0.14,NCSN,73138466
2019/01/31 12:45:46.04,40.35650,-123.95834,28.990,2.15,Md,24,79,9,0.10,NCSN,73138491
2019/01/31 17:18:10.46,38.83667,-122.78433,1.440,2.01,Md,50,68,1,0.06,NCSN,73138561
2019/01/31 21:58:12.91,38.82183,-122.76517,2.170,2.23,Md,58,36,1,0.04,NCSN,73138651
2019/01/31 21:59:40.81,38.59767,-122.36833,5.960,2.02,Md,45,129,14,0.19,NCSN,73138666
2019/02/01 00:41:00.05,37.63800,-118.81084,2.520,2.09,Md,38,51,2,0.05,NCSN,73138721
2019/02/01 06:22:59.03,37.73650,-122.54867,12.900,2.01,Md,68,98,9,0.05,NCSN,73138816
2019/02/01 09:37:06.35,38.75933,-122.76266,28.670,2.42,Md,9,158,3,0.05,NCSN,73138871
2019/02/01 17:42:38.17,38.74900,-122.72800,1.590,2.28,Md,50,40,1,0.08,NCSN,73138936
2019/02/02 00:30:37.72,40.31333,-124.45683,6.210,2.86,Md,21,255,15,0.09,NCSN,73139041
2019/02/02 03:09:20.91,40.30517,-124.47483,7.270,2.62,Md,21,265,17,0.16,NCSN,73139066
2019/02/02 10:52:21.99,40.30067,-124.49467,6.440,4.30,Mw,39,250,18,0.15,NCSN,73139111
2019/02/02 11:18:26.01,40.30500,-124.46900,7.380,3.05,ML,31,250,16,0.15,NCSN,73139116
2019/02/02 16:00:20.85,40.29817,-124.47400,7.650,2.94,ML,31,250,17,0.24,NCSN,73139126
2019/02/02 16:30:07.42,40.31250,-124.47533,6.640,2.53,Md,23,254,17,0.13,NCSN,73139131
2019/02/02 19:13:17.94,38.83333,-122.78350,2.230,2.28,Md,32,56,1,0.08,NCSN,73139136
2019/02/02 20:22:15.67,36.18417,-120.25467,10.850,2.41,Md,39,100,19,0.08,NCSN,73139146
2019/02/03 00:36:50.86,40.30767,-124.47450,7.000,3.52,Mw,32,250,17,0.11,NCSN,73139166
2019/02/03 01:23:11.53,40.30267,-124.46983,7.320,2.29,Md,21,255,16,0.10,NCSN,73139176
2019/02/03 01:38:24.34,40.29550,-124.46200,6.620,3.64,Mw,35,250,16,0.18,NCSN,73139181
2019/02/03 02:04:23.60,36.43350,-120.44000,17.620,2.26,Md,28,160,13,0.08,NCSN,73139186
2019/02/03 02:46:03.88,40.29350,-124.46017,6.170,2.49,Md,25,260,16,0.18,NCSN,73139191
2019/02/03 04:15:36.12,40.30600,-124.45333,6.550,2.34,Md,23,259,15,0.12,NCSN,73139201
2019/02/03 05:14:10.29,40.29183,-124.45367,6.920,2.46,Md,30,249,15,0.18,NCSN,73139206
2019/02/03 07:37:39.62,40.30917,-124.48383,7.130,2.83,ML,33,251,17,0.14,NCSN,73139226
2019/02/03 09:46:25.77,38.01600,-122.09683,15.880,2.12,Md,56,68,3,0.14,NCSN,73139236
2019/02/03 20:55:05.13,40.31450,-124.48466,6.670,2.35,Md,18,251,17,0.07,NCSN,73139321
2019/02/03 21:39:56.48,40.30350,-124.47717,7.590,2.50,Md,23,250,17,0.08,NCSN,73139331
2019/02/03 22:18:12.65,40.28933,-124.47417,7.330,4.48,Mw,33,250,17,0.17,NCSN,73139336
2019/02/03 23:10:01.31,40.30750,-124.48800,6.640,2.36,Md,21,254,18,0.10,NCSN,73139341
2019/02/03 23:13:21.67,40.30317,-124.49567,7.360,3.11,ML,33,250,18,0.16,NCSN,73139351
2019/02/03 23:41:27.53,38.25350,-122.18034,9.010,2.05,Md,34,51,4,0.10,NCSN,73139361
2019/02/03 23:43:21.81,40.30700,-124.49650,7.660,4.19,Mw,37,250,19,0.20,NCSN,73139366
2019/02/04 00:05:06.51,40.30317,-124.49683,7.640,3.27,ML,36,250,19,0.16,NCSN,73139371
2019/02/04 02:01:28.47,37.63583,-118.81150,3.120,3.00,Md,31,54,2,0.04,NCSN,73139386
2019/02/04 04:06:23.16,40.30767,-124.49983,7.660,2.53,Md,27,258,19,0.16,NCSN,73139411
2019/02/04 12:52:36.21,40.30067,-124.48700,8.200,2.51,Md,24,258,18,0.13,NCSN,73139456
2019/02/04 17:30:55.44,40.73350,-124.09600,8.650,2.40,Md,21,83,7,0.10,NCSN,73139521
2019/02/04 18:19:20.90,40.73117,-124.08900,7.900,3.05,ML,32,77,7,0.12,NCSN,73139526
2019/02/04 23:41:14.52,40.30550,-124.44466,8.260,2.30,Md,18,253,14,0.10,NCSN,73138275
2019/02/05 01:01:48.59,38.80684,-122.83183,2.200,2.08,Md,23,82,0,0.05,NCSN,73138285
2019/02/05 04:19:56.18,40.31850,-124.45734,6.640,2.30,Md,25,249,15,0.13,NCSN,73138325
2019/02/06 18:23:01.57,40.84650,-123.83950,25.830,4.39,Mw,44,67,10,0.13,NCSN,73138600
2019/02/06 18:35:04.24,40.84483,-123.82784,24.940,2.37,Md,28,75,9,0.08,NCSN,73138605
2019/02/06 19:52:30.90,35.29550,-118.58317,11.250,2.58,Md,11,162,12,0.20,NCSN,73138630
2019/02/06 20:55:52.79,40.29750,-124.51100,7.840,2.51,Md,21,240,20,0.11,NCSN,73138650
2019/02/07 04:15:35.41,36.98217,-121.46250,5.000,2.37,Md,66,40,5,0.09,NCSN,73138705
2019/02/07 14:40:30.79,38.74133,-119.71484,-1.690,2.58,Md,26,102,29,0.12,NCSN,73138810
2019/02/08 00:29:25.28,40.84450,-123.84100,25.830,2.10,Md,28,77,10,0.09,NCSN,73138900
2019/02/08 12:32:56.78,40.33050,-124.48683,4.130,2.66,Md,17,282,18,0.07,NCSN,73139515
2019/02/08 17:00:12.04,35.47800,-118.33033,6.820,2.16,Md,6,200,24,0.01,NCSN,73139595
2019/02/08 17:00:51.30,41.82117,-122.45000,22.730,2.28,Md,21,94,24,0.13,NCSN,73139605
2019/02/09 12:17:48.21,37.96917,-118.53967,7.510,2.64,Md,38,156,6,0.06,NCSN,73140210
2019/02/09 17:21:18.82,40.88967,-121.97767,19.000,2.77,Md,29,61,34,0.05,NCSN,73140335
2019/02/09 20:30:06.73,40.88567,-123.85300,22.260,2.63,Md,30,89,10,0.12,NCSN,73140395
2019/02/10 00:30:54.41,35.83733,-121.30850,11.140,2.47,Md,68,164,15,0.10,NCSN,73140445
2019/02/10 03:02:21.75,40.30133,-124.44250,9.120,2.54,Md,26,252,14,0.11,NCSN,73140470
2019/02/10 09:46:54.78,37.30283,-121.67484,6.040,2.00,Md,60,49,5,0.07,NCSN,73140515
2019/02/10 12:00:27.39,36.54383,-121.13383,8.810,2.05,Md,47,77,5,0.08,NCSN,73140535
2019/02/10 12:09:55.11,36.05533,-120.63250,-0.010,2.38,Md,64,50,4,0.13,NCSN,73140545
2019/02/10 14:02:14.48,36.68283,-121.30850,2.680,2.11,Md,44,111,8,0.05,NCSN,73140565
2019/02/10 17:45:31.56,34.61350,-118.64217,0.690,2.61,Md,12,101,30,0.25,NCSN,73140600
2019/02/11 04:50:12.39,38.74267,-119.71584,-1.220,2.59,Md,43,102,29,0.14,NCSN,73140670
2019/02/11 05:43:53.49,38.78433,-122.74533,0.750,2.67,Md,63,34,1,0.06,NCSN,73140685
2019/02/11 10:42:51.92,40.30583,-124.51700,10.460,2.41,Md,14,263,20,0.10,NCSN,73140715
2019/02/11 13:07:02.96,36.19450,-120.24567,14.420,2.92,ML,54,104,19,0.11,NCSN,73140750
2019/02/11 18:02:59.75,41.23800,-122.37967,17.130,2.12,Md,22,60,17,0.11,NCSN,73140795
2019/02/11 21:00:00.11,39.24117,-123.12200,-0.610,2.02,Md,26,98,16,0.18,NCSN,73140835
2019/02/12 00:47:46.83,38.36433,-118.90166,5.850,2.09,Md,30,84,16,0.07,NCSN,73140890
2019/02/12 12:35:49.56,38.38283,-118.90350,9.010,2.05,Md,26,92,15,0.08,NCSN,73141110
2019/02/12 13:19:34.50,40.03900,-123.43383,8.760,2.09,Md,19,43,26,0.19,NCSN,73141120
2019/02/12 15:08:40.21,35.83917,-119.84917,0.190,2.61,Md,47,193,22,0.12,NCSN,73141135
2019/02/12 17:26:27.12,35.84133,-119.85367,0.140,2.03,Md,42,209,22,0.10,NCSN,73141185
2019/02/12 17:27:23.18,36.29350,-120.83817,11.060,3.16,ML,80,54,9,0.07,NCSN,73141190
2019/02/13 00:57:15.14,36.57617,-121.17216,5.700,2.25,Md,50,92,1,0.06,NCSN,73141335
2019/02/13 02:38:59.07,40.71067,-123.27567,35.590,2.64,ML,42,50,7,0.06,NCSN,73141350
2019/02/13 05:57:20.78,35.43900,-120.00066,11.610,2.16,Md,42,112,3,0.06,NCSN,73141375
2019/02/13 11:01:22.89,37.99083,-122.07383,15.470,2.03,Md,40,106,6,0.07,NCSN,73141415
2019/02/13 11:30:55.29,37.99317,-122.07317,15.690,2.11,Md,44,104,6,0.08,NCSN,73141420
2019/02/13 22:44:14.09,38.82433,-122.81100,1.500,2.10,Md,48,36,0,0.04,NCSN,73141595
2019/02/14 02:11:22.50,40.25333,-124.15466,12.420,2.14,Md,20,113,1,0.06,NCSN,73141715
2019/02/14 11:19:40.44,38.79967,-122.81817,2.640,2.29,Md,40,60,2,0.05,NCSN,73141805
2019/02/14 13:23:12.16,38.77867,-122.72350,1.730,2.06,Md,29,65,1,0.05,NCSN,73141825
2019/02/14 17:21:09.99,36.28667,-120.85783,8.260,2.12,Md,22,176,9,0.07,NCSN,73141855
2019/02/15 00:37:20.52,38.80483,-122.82400,2.310,2.56,Md,59,22,1,0.08,NCSN,73142436
2019/02/15 01:23:30.96,37.54633,-118.82800,6.950,2.10,Md,24,109,5,0.04,NCSN,73142471
2019/02/15 02:28:40.50,38.82400,-122.80600,1.440,2.69,Md,51,35,0,0.07,NCSN,73142501
2019/02/15 03:03:29.34,36.65383,-121.26667,1.510,2.70,Md,48,107,6,0.05,NCSN,73142536
2019/02/15 08:43:16.05,37.37634,-119.02950,5.400,2.41,Md,32,89,25,0.17,NCSN,73142621
2019/02/15 14:30:04.55,37.46033,-118.84016,4.460,2.07,Md,25,132,14,0.04,NCSN,73142711
2019/02/15 15:55:21.03,37.46800,-121.81367,3.080,2.59,Md,76,45,10,0.11,NCSN,73142751
2019/02/15 18:19:20.69,37.46983,-121.81250,3.850,2.17,Md,50,45,10,0.07,NCSN,73142766
2019/02/16 09:26:06.11,39.21633,-123.12100,6.610,2.56,Md,58,61,16,0.16,NCSN,73142926
2019/02/16 10:25:02.75,37.04183,-121.14733,6.830,2.65,Md,56,48,6,0.07,NCSN,73142941
2019/02/16 12:05:17.12,36.67767,-121.30083,2.760,2.06,Md,41,65,8,0.05,NCSN,73142951
2019/02/16 19:04:23.45,39.98267,-121.22667,-0.810,2.84,ML,47,82,30,0.20,NCSN,73143016
2019/02/17 05:08:26.74,36.67733,-121.29984,1.860,2.01,Md,41,82,7,0.05,NCSN,73143096
2019/02/17 09:55:24.16,38.35150,-122.39833,7.990,3.70,Mw,215,38,5,0.13,NCSN,73143141
2019/02/17 11:36:47.45,35.29100,-118.53616,11.830,3.46,ML,41,33,15,0.23,NCSN,73143156
2019/02/17 14:32:44.25,40.48150,-124.76534,23.590,2.77,Md,41,259,36,0.21,NCSN,73143186
2019/02/17 20:57:13.95,38.74583,-122.70417,1.460,2.06,Md,54,45,1,0.07,NCSN,73143211
2019/02/18 09:59:42.38,38.74067,-122.70800,1.420,2.52,Md,57,48,2,0.09,NCSN,73143316
2019/02/18 20:46:51.55,37.46933,-118.80650,4.760,2.24,Md,32,128,12,0.05,NCSN,73143356
2019/02/18 23:34:48.90,37.39167,-121.51067,8.120,2.85,Md,86,50,5,0.07,NCSN,73143371
2019/02/19 01:47:37.58,36.67583,-121.29617,2.950,2.32,Md,56,83,7,0.06,NCSN,73143391
2019/02/19 17:03:40.99,38.68867,-119.83200,-1.360,2.33,Md,13,94,40,0.11,NCSN,73143481
2019/02/19 20:31:17.44,38.81950,-122.79034,1.380,2.32,Md,57,25,1,0.05,NCSN,73143531
2019/02/19 22:14:20.93,37.27750,-121.65300,5.880,2.53,Md,91,28,3,0.05,NCSN,73143546
2019/02/20 04:10:38.33,36.10783,-117.93283,0.200,2.41,Md,9,128,30,0.10,NCSN,73143596
2019/02/20 08:17:58.18,40.28316,-124.54684,21.400,2.47,Md,26,261,23,0.21,NCSN,73143691
2019/02/20 18:53:31.58,36.66350,-121.28817,4.590,2.05,Md,44,82,6,0.07,NCSN,73143771
2019/02/20 21:22:15.78,38.07550,-118.88883,9.020,2.67,Md,37,45,10,0.06,NCSN,73143811
2019/02/21 00:16:22.84,36.02833,-117.81033,0.830,2.39,ML,10,109,4,0.24,NCSN,73143876
2019/02/21 15:13:20.09,39.82483,-120.94600,6.530,2.22,Md,16,77,25,0.09,NCSN,73144236
2019/02/21 17:18:57.89,34.88317,-119.54900,14.020,2.87,Md,7,210,13,0.04,NCSN,73144271
2019/02/21 22:42:45.66,37.85717,-121.80483,4.160,2.19,Md,37,132,5,0.06,NCSN,73144371
2019/02/21 23:36:31.53,40.32983,-124.45750,6.210,2.67,Md,31,248,15,0.11,NCSN,73144391
